# y+ ()        
# Time         	patch          	min            	max            	average        
1.16           	left	1.80131023e+02	5.91497101e+03	3.49648888e+03
1.16           	right	1.03215942e+02	1.57997790e+03	5.26776450e+02
1.16           	stlSurface	5.49410213e+01	2.40470783e+03	5.21328021e+02
1.16           	back	1.02534939e+02	1.07422251e+04	1.05830703e+03
1.16           	bottom	6.12495232e+01	9.18334879e+03	2.47951581e+03
1.16           	top	0.00000000e+00	7.19284889e+02	6.94905109e+01
1.16           	front	1.02535060e+02	1.07405914e+04	1.05871323e+03
1.18           	left	1.79661431e+02	5.94622489e+03	3.43010079e+03
1.18           	right	1.02830824e+02	1.56902415e+03	5.07931093e+02
1.18           	stlSurface	5.37923398e+01	2.41947506e+03	6.26847614e+02
1.18           	back	1.02152362e+02	1.07261376e+04	1.05980835e+03
1.18           	bottom	5.99689412e+01	1.01715274e+04	2.54227634e+03
1.18           	top	0.00000000e+00	6.96934468e+02	6.70960930e+01
1.18           	front	1.02152489e+02	1.07236159e+04	1.06053167e+03
1.2            	left	1.77888604e+02	6.04491353e+03	3.36290518e+03
1.2            	right	9.64817065e+01	1.55765038e+03	4.59793565e+02
1.2            	stlSurface	5.68297738e+01	3.32622377e+03	7.97855907e+02
1.2            	back	9.58448495e+01	1.09502792e+04	1.07450673e+03
1.2            	bottom	6.33551427e+01	1.03798703e+04	2.60532583e+03
1.2            	top	0.00000000e+00	6.83276141e+02	6.48090407e+01
1.2            	front	9.58449187e+01	1.09493018e+04	1.07572306e+03
1.22           	left	1.94920467e+02	6.17967088e+03	3.26708686e+03
1.22           	right	9.64555715e+01	1.54476943e+03	4.56259103e+02
1.22           	stlSurface	5.76706210e+01	3.94531738e+03	1.02439112e+03
1.22           	back	9.58188869e+01	1.14323317e+04	1.08469290e+03
1.22           	bottom	6.42925441e+01	1.03190286e+04	2.64516670e+03
1.22           	top	0.00000000e+00	6.32109926e+02	6.79753767e+01
1.22           	front	9.58189526e+01	1.14317374e+04	1.08646010e+03
1.24           	left	2.12902916e+02	6.32445985e+03	3.22913149e+03
1.24           	right	9.64030295e+01	1.53093408e+03	4.52727249e+02
1.24           	stlSurface	5.63265159e+01	4.76954757e+03	1.13296261e+03
1.24           	back	9.57666917e+01	1.13681817e+04	1.09334731e+03
1.24           	bottom	6.28248816e+01	1.02774330e+04	2.66452022e+03
1.24           	top	0.00000000e+00	7.04791543e+02	7.70866785e+01
1.24           	front	9.57667508e+01	1.13686588e+04	1.09559546e+03
1.26           	left	2.23138772e+02	6.53043460e+03	3.15146066e+03
1.26           	right	9.62970748e+01	1.51558526e+03	4.49168982e+02
1.26           	stlSurface	5.34220525e+01	4.04743692e+03	1.08350535e+03
1.26           	back	9.56614364e+01	1.10536606e+04	1.09790267e+03
1.26           	bottom	5.95432896e+01	1.01441990e+04	2.66735383e+03
1.26           	top	0.00000000e+00	6.75480339e+02	8.16705992e+01
1.26           	front	9.56614916e+01	1.10535769e+04	1.10058580e+03
1.28           	left	2.36454111e+02	6.66550817e+03	3.09777318e+03
1.28           	right	9.61363752e+01	1.49793064e+03	4.45545330e+02
1.28           	stlSurface	5.20942244e+01	3.53275725e+03	1.03097910e+03
1.28           	back	9.55017975e+01	1.05881384e+04	1.10388013e+03
1.28           	bottom	5.63444465e+01	9.94883661e+03	2.65519411e+03
1.28           	top	0.00000000e+00	6.52973492e+02	8.37780835e+01
1.28           	front	9.55018540e+01	1.05880818e+04	1.10705372e+03
1.3            	left	2.31135728e+02	6.67260577e+03	3.02690846e+03
1.3            	right	9.59232319e+01	1.47682923e+03	4.41801771e+02
1.3            	stlSurface	4.85908595e+01	3.20322779e+03	1.00861018e+03
1.3            	back	9.52900612e+01	1.01558101e+04	1.10482946e+03
1.3            	bottom	5.25552519e+01	9.74633016e+03	2.63763706e+03
1.3            	top	0.00000000e+00	6.59858226e+02	8.58773530e+01
1.3            	front	9.52901181e+01	1.01533134e+04	1.10827225e+03
1.32           	left	2.26471628e+02	6.60149640e+03	2.93688801e+03
1.32           	right	9.56599903e+01	1.45053415e+03	4.37855923e+02
1.32           	stlSurface	4.55650060e+01	3.21790352e+03	9.95606766e+02
1.32           	back	9.50285573e+01	9.69329766e+03	1.10206334e+03
1.32           	bottom	4.92825275e+01	9.56080581e+03	2.61421319e+03
1.32           	top	0.00000000e+00	6.84685924e+02	8.85764746e+01
1.32           	front	9.50286160e+01	9.68988483e+03	1.10531509e+03
1.34           	left	2.45394093e+02	6.52442065e+03	2.88772616e+03
1.34           	right	9.53472669e+01	1.43927943e+03	4.33572439e+02
1.34           	stlSurface	4.25753181e+01	3.45765383e+03	9.81538799e+02
1.34           	back	9.47178980e+01	9.25891928e+03	1.09385846e+03
1.34           	bottom	4.60489193e+01	9.42428296e+03	2.59073047e+03
1.34           	top	0.00000000e+00	6.90027740e+02	8.57043433e+01
1.34           	front	9.47179414e+01	9.25731814e+03	1.09655400e+03
1.36           	left	2.40669226e+02	6.51243551e+03	2.81947805e+03
1.36           	right	9.49844805e+01	1.43001185e+03	4.28708671e+02
1.36           	stlSurface	4.00411692e+01	3.63864570e+03	9.64658988e+02
1.36           	back	9.43575063e+01	8.95193147e+03	1.09150236e+03
1.36           	bottom	4.33080162e+01	9.27985251e+03	2.56540136e+03
1.36           	top	0.00000000e+00	6.95824679e+02	8.82605924e+01
1.36           	front	9.43575339e+01	8.95215730e+03	1.09424683e+03
1.38           	left	2.64137069e+02	6.50286869e+03	2.70957489e+03
1.38           	right	9.45717293e+01	1.42090739e+03	4.22794658e+02
1.38           	stlSurface	3.93779259e+01	3.64977384e+03	9.53153839e+02
1.38           	back	9.39474796e+01	8.65715053e+03	1.09092098e+03
1.38           	bottom	4.25906608e+01	9.21089435e+03	2.53861943e+03
1.38           	top	0.00000000e+00	7.02402823e+02	9.13705126e+01
1.38           	front	9.39474890e+01	8.65803621e+03	1.09419074e+03
1.4            	left	2.57207898e+02	6.49463663e+03	2.67261053e+03
1.4            	right	9.41093583e+01	1.41193836e+03	4.14787306e+02
1.4            	stlSurface	3.88515439e+01	3.55360199e+03	9.47064532e+02
1.4            	back	9.34881663e+01	8.48032916e+03	1.09550978e+03
1.4            	bottom	4.20213328e+01	9.22386171e+03	2.51351111e+03
1.4            	top	0.00000000e+00	6.72057906e+02	8.99742458e+01
1.4            	front	9.34881606e+01	8.48086681e+03	1.09857318e+03
1.42           	left	2.72018291e+02	6.54876103e+03	2.66278912e+03
1.42           	right	9.35919478e+01	1.40305933e+03	4.01812615e+02
1.42           	stlSurface	4.02959712e+01	3.26753816e+03	9.47323918e+02
1.42           	back	9.29741655e+01	8.11663488e+03	1.10881592e+03
1.42           	bottom	1.73717508e+02	9.17071621e+03	2.49013412e+03
1.42           	top	0.00000000e+00	7.20653330e+02	9.40368125e+01
1.42           	front	9.29741789e+01	8.11748794e+03	1.11239085e+03
1.44           	left	2.66497657e+02	6.60251353e+03	2.59055328e+03
1.44           	right	9.29993702e+01	1.39419966e+03	3.71972938e+02
1.44           	stlSurface	3.92816731e+01	3.08239689e+03	9.55227868e+02
1.44           	back	9.23854994e+01	9.01740719e+03	1.11200157e+03
1.44           	bottom	4.54842838e+02	9.03801688e+03	2.46961470e+03
1.44           	top	0.00000000e+00	6.83268709e+02	9.83082000e+01
1.44           	front	9.23854997e+01	9.14259323e+03	1.11522490e+03
1.46           	left	2.82550408e+02	6.64639871e+03	2.55912054e+03
1.46           	right	8.67858218e+01	1.38471230e+03	3.55180748e+02
1.46           	stlSurface	5.84192739e+01	3.00601601e+03	9.82785733e+02
1.46           	back	8.62126801e+01	1.23866298e+04	1.13889006e+03
1.46           	bottom	4.51510089e+02	8.95971400e+03	2.45123002e+03
1.46           	top	0.00000000e+00	7.38923873e+02	9.63837180e+01
1.46           	front	8.62126799e+01	1.26869850e+04	1.14315722e+03
1.48           	left	2.81716644e+02	6.67055960e+03	2.56076274e+03
1.48           	right	8.65649764e+01	1.37489647e+03	3.52697478e+02
1.48           	stlSurface	6.45436779e+01	3.13834030e+03	1.00309057e+03
1.48           	back	8.59933117e+01	1.45375192e+04	1.14404067e+03
1.48           	bottom	4.47361687e+02	8.89213360e+03	2.43532504e+03
1.48           	top	0.00000000e+00	8.20169214e+02	9.48552241e+01
1.48           	front	8.59932930e+01	1.46831013e+04	1.14893536e+03
1.5            	left	2.80756375e+02	6.66425062e+03	2.56089137e+03
1.5            	right	8.63389419e+01	1.36484959e+03	3.50226933e+02
1.5            	stlSurface	6.07144388e+01	3.23968448e+03	1.01354636e+03
1.5            	back	8.57687883e+01	1.34035746e+04	1.15731047e+03
1.5            	bottom	4.42997578e+02	8.78090248e+03	2.42184666e+03
1.5            	top	0.00000000e+00	7.55572110e+02	9.15041022e+01
1.5            	front	8.57687512e+01	1.34752524e+04	1.16251261e+03
1.52           	left	2.79784492e+02	6.64951227e+03	2.55632342e+03
1.52           	right	8.60966622e+01	1.35446115e+03	3.47764520e+02
1.52           	stlSurface	5.72011769e+01	3.26755848e+03	1.02326406e+03
1.52           	back	8.55281297e+01	1.26996179e+04	1.14801903e+03
1.52           	bottom	4.38365695e+02	8.67435715e+03	2.41052447e+03
1.52           	top	0.00000000e+00	7.24010745e+02	9.15267629e+01
1.52           	front	8.55280715e+01	1.28100724e+04	1.15351962e+03
1.54           	left	2.78745862e+02	6.64955058e+03	2.61596901e+03
1.54           	right	8.58363277e+01	1.34359555e+03	3.45304083e+02
1.54           	stlSurface	5.71004334e+01	3.28333158e+03	1.02921099e+03
1.54           	back	8.52695265e+01	1.17378714e+04	1.16095887e+03
1.54           	bottom	4.33444394e+02	8.67405611e+03	2.40061988e+03
1.54           	top	0.00000000e+00	6.80987228e+02	8.83055673e+01
1.54           	front	8.52694564e+01	1.17896065e+04	1.16995063e+03
1.56           	left	2.77551673e+02	6.60252451e+03	2.65275998e+03
1.56           	right	8.55568402e+01	1.33207756e+03	3.42838058e+02
1.56           	stlSurface	5.66327552e+01	3.20623965e+03	1.05346029e+03
1.56           	back	8.49918919e+01	1.08438386e+04	1.16784396e+03
1.56           	bottom	4.28226501e+02	8.63190655e+03	2.39135373e+03
1.56           	top	0.00000000e+00	7.64705668e+02	8.83291710e+01
1.56           	front	8.49918146e+01	1.08815203e+04	1.17397005e+03
1.58           	left	2.76205003e+02	6.52029171e+03	2.65547522e+03
1.58           	right	8.52545800e+01	1.31969715e+03	3.40357353e+02
1.58           	stlSurface	5.60050949e+01	3.13045939e+03	1.08149231e+03
1.58           	back	8.46916387e+01	1.05350627e+04	1.16976225e+03
1.58           	bottom	4.22691795e+02	8.56717712e+03	2.38231356e+03
1.58           	top	0.00000000e+00	7.09050545e+02	8.77824435e+01
1.58           	front	8.46915506e+01	1.05831546e+04	1.17449358e+03
1.6            	left	2.74746914e+02	6.41080545e+03	2.64666526e+03
1.6            	right	8.49234828e+01	1.30618247e+03	3.37848425e+02
1.6            	stlSurface	5.31954925e+01	3.07452768e+03	1.11768890e+03
1.6            	back	8.43627398e+01	1.00713357e+04	1.16705477e+03
1.6            	bottom	4.16931397e+02	8.59504817e+03	2.37349199e+03
1.6            	top	0.00000000e+00	6.61501810e+02	8.74178599e+01
1.6            	front	8.43626400e+01	1.00745698e+04	1.17282163e+03
1.62           	left	2.73175061e+02	6.28363426e+03	2.62992038e+03
1.62           	right	8.45638109e+01	1.29116969e+03	3.35294134e+02
1.62           	stlSurface	6.52569649e+01	3.02513567e+03	1.13832882e+03
1.62           	back	8.40054500e+01	9.56199862e+03	1.16228501e+03
1.62           	bottom	4.11058317e+02	8.61666240e+03	2.36433464e+03
1.62           	top	0.00000000e+00	7.63462450e+02	8.80191658e+01
1.62           	front	8.40053434e+01	9.55403134e+03	1.16838695e+03
1.64           	left	2.71489180e+02	6.16270501e+03	2.60232258e+03
1.64           	right	8.41771004e+01	1.27418979e+03	3.32671662e+02
1.64           	stlSurface	6.75858050e+01	2.97840221e+03	1.13848465e+03
1.64           	back	8.36212994e+01	9.09282503e+03	1.16008478e+03
1.64           	bottom	4.05137191e+02	8.58141007e+03	2.35435432e+03
1.64           	top	0.00000000e+00	7.34949227e+02	8.77710588e+01
1.64           	front	8.36211867e+01	9.08081156e+03	1.16666244e+03
1.66           	left	2.69949041e+02	6.04490400e+03	2.56776665e+03
1.66           	right	8.37632488e+01	1.25462645e+03	3.29950018e+02
1.66           	stlSurface	6.17414248e+01	2.93213986e+03	1.13453639e+03
1.66           	back	8.32101858e+01	8.67160623e+03	1.15469657e+03
1.66           	bottom	3.99295230e+02	8.50303208e+03	2.34370026e+03
1.66           	top	0.00000000e+00	7.41968788e+02	8.81224955e+01
1.66           	front	8.32100682e+01	8.65830276e+03	1.16126804e+03
1.68           	left	2.68548024e+02	5.91872770e+03	2.52966927e+03
1.68           	right	8.33233678e+01	1.23163139e+03	3.27086866e+02
1.68           	stlSurface	3.54571825e+02	2.88758546e+03	1.13412938e+03
1.68           	back	8.27732149e+01	8.29487386e+03	1.15018915e+03
1.68           	bottom	3.93572914e+02	8.40412218e+03	2.33252240e+03
1.68           	top	0.00000000e+00	7.54150614e+02	8.86685569e+01
1.68           	front	8.27730923e+01	8.28119525e+03	1.15848652e+03
1.7            	left	2.65540334e+02	5.78824913e+03	2.49009384e+03
1.7            	right	8.28598824e+01	1.21837642e+03	3.24022600e+02
1.7            	stlSurface	3.49480397e+02	2.84578574e+03	1.12428240e+03
1.7            	back	8.23127978e+01	7.95590190e+03	1.14409536e+03
1.7            	bottom	3.87921455e+02	8.29990288e+03	2.32114307e+03
1.7            	top	0.00000000e+00	7.12601917e+02	8.83633591e+01
1.7            	front	8.23126678e+01	7.94300111e+03	1.14933885e+03
1.72           	left	2.61143701e+02	5.65593166e+03	2.45031226e+03
1.72           	right	8.23748273e+01	1.21129927e+03	3.20668415e+02
1.72           	stlSurface	3.44389388e+02	2.80607671e+03	1.11504596e+03
1.72           	back	8.18309547e+01	7.64697961e+03	1.12841598e+03
1.72           	bottom	3.82270461e+02	8.19629299e+03	2.31008835e+03
1.72           	top	0.00000000e+00	7.91774018e+02	8.74001326e+01
1.72           	front	8.18308160e+01	7.63469780e+03	1.13534608e+03
1.74           	left	2.57419428e+02	5.52321254e+03	2.41098590e+03
1.74           	right	8.18691982e+01	1.20435654e+03	3.16885293e+02
1.74           	stlSurface	3.39259490e+02	2.76951089e+03	1.10629975e+03
1.74           	back	8.13286728e+01	7.35982968e+03	1.12081777e+03
1.74           	bottom	3.76576301e+02	8.09471028e+03	2.29932421e+03
1.74           	top	0.00000000e+00	7.49474226e+02	8.72752206e+01
1.74           	front	8.13285262e+01	7.34889609e+03	1.12739040e+03
1.76           	left	2.54305433e+02	5.39103541e+03	2.37255081e+03
1.76           	right	8.13429864e+01	1.19754253e+03	3.12441059e+02
1.76           	stlSurface	3.34115018e+02	2.73578317e+03	1.09731647e+03
1.76           	back	8.08059441e+01	7.09287694e+03	1.10773839e+03
1.76           	bottom	3.70865962e+02	7.99334561e+03	2.28854027e+03
1.76           	top	0.00000000e+00	7.28693213e+02	8.74803632e+01
1.76           	front	8.08057895e+01	7.08415646e+03	1.11328571e+03
1.78           	left	2.51695652e+02	5.28084275e+03	2.33520587e+03
1.78           	right	8.07947498e+01	1.19084768e+03	3.06917426e+02
1.78           	stlSurface	3.28946959e+02	2.70459928e+03	1.08794506e+03
1.78           	back	8.02613353e+01	6.84450278e+03	1.09127489e+03
1.78           	bottom	3.65129444e+02	7.89654112e+03	2.27742527e+03
1.78           	top	0.00000000e+00	7.81427700e+02	8.62572140e+01
1.78           	front	8.02611735e+01	6.83876677e+03	1.09567711e+03
1.8            	left	2.49330891e+02	5.31023318e+03	2.29914163e+03
1.8            	right	8.02205249e+01	1.18425598e+03	2.99477537e+02
1.8            	stlSurface	3.23737242e+02	2.67374194e+03	1.07828504e+03
1.8            	back	7.96909086e+01	6.61276337e+03	1.06912134e+03
1.8            	bottom	3.59346684e+02	7.80626167e+03	2.26550172e+03
1.8            	top	0.00000000e+00	7.34716895e+02	8.63342987e+01
1.8            	front	7.96907408e+01	6.60933950e+03	1.07388112e+03
1.82           	left	2.47033329e+02	5.31814014e+03	2.26443904e+03
1.82           	right	7.96122979e+01	1.17774381e+03	2.88167501e+02
1.82           	stlSurface	3.18466887e+02	2.64167182e+03	1.06853001e+03
1.82           	back	7.90867080e+01	6.39469933e+03	1.04331119e+03
1.82           	bottom	3.53496618e+02	7.71627520e+03	2.25245261e+03
1.82           	top	0.00000000e+00	7.59685285e+02	8.67618207e+01
1.82           	front	7.90865306e+01	6.39250526e+03	1.04698257e+03
1.84           	left	2.44693070e+02	5.27022989e+03	2.23016626e+03
1.84           	right	7.36399588e+01	1.17127731e+03	2.67206085e+02
1.84           	stlSurface	3.13115355e+02	2.60797034e+03	1.05885949e+03
1.84           	back	7.31535259e+01	6.18758290e+03	1.02343588e+03
1.84           	bottom	3.47556444e+02	7.62010851e+03	2.23825068e+03
1.84           	top	0.00000000e+00	7.06928286e+02	8.55756329e+01
1.84           	front	7.31534154e+01	6.18543686e+03	1.02546917e+03
1.86           	left	2.42246766e+02	5.15683053e+03	2.19271545e+03
1.86           	right	7.31283038e+01	1.16456086e+03	2.57589777e+02
1.86           	stlSurface	3.07667711e+02	2.57230053e+03	1.04929408e+03
1.86           	back	7.26452288e+01	5.98850311e+03	1.00883051e+03
1.86           	bottom	3.41509587e+02	7.51574143e+03	2.22298377e+03
1.86           	top	0.00000000e+00	6.67372148e+02	8.48287617e+01
1.86           	front	7.26451409e+01	5.98210905e+03	1.01000062e+03
1.88           	left	2.39662970e+02	4.83599768e+03	2.13486324e+03
1.88           	right	7.27256761e+01	1.15778397e+03	2.55983871e+02
1.88           	stlSurface	3.02112925e+02	2.53340041e+03	1.03973659e+03
1.88           	back	7.22452697e+01	5.81932417e+03	9.94993439e+02
1.88           	bottom	3.35343803e+02	7.40299556e+03	2.20675508e+03
1.88           	top	0.00000000e+00	6.76328934e+02	8.51588695e+01
1.88           	front	7.22451735e+01	5.81270784e+03	9.93655594e+02
1.9            	left	2.36923609e+02	4.76336583e+03	2.01421806e+03
1.9            	right	7.23771780e+01	1.15107119e+03	2.54400644e+02
1.9            	stlSurface	2.96455552e+02	2.49291330e+03	1.03010152e+03
1.9            	back	7.18990929e+01	5.71702341e+03	9.80857572e+02
1.9            	bottom	3.29064148e+02	7.28348372e+03	2.18964774e+03
1.9            	top	0.00000000e+00	6.88710893e+02	8.54132146e+01
1.9            	front	7.18989779e+01	5.71559688e+03	9.78891548e+02
1.92           	left	2.34022302e+02	4.69330117e+03	1.94864825e+03
1.92           	right	7.20509345e+01	1.14442061e+03	2.52835259e+02
1.92           	stlSurface	2.90709449e+02	2.45229558e+03	1.02035973e+03
1.92           	back	7.15750281e+01	5.63179476e+03	9.61047795e+02
